Datetime,Close,High,Low,Open,Volume
2025-03-12 00:00:00+00:00,82785.953125,82902.7890625,82785.953125,82902.7890625,0
2025-03-12 00:05:00+00:00,82719.2734375,82851.421875,82719.2734375,82753.421875,0
2025-03-12 00:10:00+00:00,82752.3046875,82824.578125,82700.6328125,82700.6328125,0
2025-03-12 00:15:00+00:00,82811.078125,82834.2734375,82754.84375,82754.84375,225140736
2025-03-12 00:20:00+00:00,82757.9921875,82764.40625,82693.671875,82764.40625,0
2025-03-12 00:25:00+00:00,82865.546875,82881.2890625,82838.6953125,82838.6953125,0
2025-03-12 00:30:00+00:00,83100.2890625,83100.2890625,82841.2109375,82841.2109375,0
2025-03-12 00:35:00+00:00,82967.703125,83082.984375,82967.703125,83081.3828125,368193536
2025-03-12 00:40:00+00:00,82700.5703125,82914.4765625,82700.5703125,82914.4765625,0
2025-03-12 00:45:00+00:00,82648.1015625,82782.796875,82648.1015625,82716.515625,0
2025-03-12 00:50:00+00:00,82759.953125,82759.953125,82603.9609375,82635.421875,172486656
2025-03-12 00:55:00+00:00,82737.0234375,82737.203125,82671.4453125,82737.203125,0
2025-03-12 01:00:00+00:00,82916.6640625,82916.6640625,82762.46875,82762.46875,0
2025-03-12 01:05:00+00:00,82939.1484375,82939.859375,82902.8125,82936.1953125,0
2025-03-12 01:10:00+00:00,82994.0078125,82994.0078125,82895.5625,82917.0625,0
2025-03-12 01:15:00+00:00,83049.125,83049.125,82928.96875,83004.5546875,0
2025-03-12 01:20:00+00:00,83085.6015625,83085.6015625,83014.7109375,83014.7109375,0
2025-03-12 01:25:00+00:00,83011.1640625,83182.0859375,83011.1640625,83159.0546875,141885440
2025-03-12 01:30:00+00:00,83068.0,83185.6796875,83066.8046875,83066.8046875,0
2025-03-12 01:35:00+00:00,83205.765625,83205.765625,83097.2890625,83126.34375,0
2025-03-12 01:40:00+00:00,83414.953125,83414.953125,83213.9140625,83213.9140625,134500352
2025-03-12 01:45:00+00:00,83527.5625,83527.5625,83352.71875,83352.71875,0
2025-03-12 01:50:00+00:00,83648.078125,83648.078125,83469.6484375,83479.8125,0
2025-03-12 01:55:00+00:00,83278.796875,83737.453125,83278.796875,83737.453125,746127360
2025-03-12 02:00:00+00:00,83088.6640625,83298.28125,83088.6640625,83298.28125,0
2025-03-12 02:05:00+00:00,83045.625,83045.625,82832.234375,83031.4609375,0
2025-03-12 02:10:00+00:00,83196.5703125,83211.171875,83029.765625,83029.765625,806424576
2025-03-12 02:15:00+00:00,82938.296875,83223.34375,82924.6953125,83223.34375,0
2025-03-12 02:20:00+00:00,82830.3984375,82851.0546875,82830.3984375,82851.0546875,81403904
2025-03-12 02:25:00+00:00,82801.4765625,82830.5,82736.296875,82781.59375,0
2025-03-12 02:30:00+00:00,82720.21875,82730.4765625,82693.8671875,82693.8671875,0
2025-03-12 02:35:00+00:00,82521.890625,82719.0546875,82490.96875,82719.0546875,0
2025-03-12 02:40:00+00:00,82409.0546875,82468.3359375,82280.390625,82468.3359375,159035392
2025-03-12 02:45:00+00:00,82339.84375,82443.1328125,82330.0,82443.1328125,47394816
2025-03-12 02:50:00+00:00,82471.125,82473.4921875,82398.1015625,82398.1015625,93605888
2025-03-12 02:55:00+00:00,82378.8203125,82438.9609375,82378.8203125,82438.9609375,253820928
2025-03-12 03:00:00+00:00,82345.3671875,82413.4765625,82345.3671875,82413.4765625,248557568
2025-03-12 03:05:00+00:00,82535.890625,82535.890625,82373.03125,82373.03125,0
2025-03-12 03:10:00+00:00,82470.8125,82533.7578125,82424.46875,82533.7578125,466280448
2025-03-12 03:15:00+00:00,82307.6796875,82474.328125,82307.6796875,82474.328125,0
2025-03-12 03:20:00+00:00,82326.34375,82442.75,82326.34375,82369.609375,77623296
2025-03-12 03:25:00+00:00,82334.8984375,82334.8984375,82286.015625,82293.265625,0
2025-03-12 03:30:00+00:00,82174.6015625,82341.9921875,82174.6015625,82334.171875,0
2025-03-12 03:35:00+00:00,82168.484375,82202.09375,82168.484375,82201.7578125,281550848
2025-03-12 03:40:00+00:00,82294.390625,82409.0390625,82274.09375,82274.09375,795529216
2025-03-12 03:45:00+00:00,82234.2265625,82283.9375,82234.2265625,82283.9375,0
2025-03-12 03:50:00+00:00,82207.078125,82321.1171875,82207.078125,82298.515625,581464064
2025-03-12 03:55:00+00:00,82135.1953125,82254.28125,82135.1953125,82229.2109375,0
2025-03-12 04:00:00+00:00,81877.28125,82103.8125,81877.28125,82103.8125,0
2025-03-12 04:05:00+00:00,82018.8671875,82018.8671875,81805.28125,81833.2109375,0
2025-03-12 04:10:00+00:00,82084.8984375,82095.0078125,81977.140625,81977.140625,936345600
2025-03-12 04:15:00+00:00,81895.5390625,81998.4765625,81895.5390625,81998.4765625,0
2025-03-12 04:20:00+00:00,81990.078125,81990.078125,81906.1171875,81906.1171875,145272832
2025-03-12 04:25:00+00:00,81898.2109375,81949.8203125,81850.125,81902.8671875,209895424
2025-03-12 04:30:00+00:00,81813.0390625,81860.6875,81813.0390625,81860.6875,0
2025-03-12 04:35:00+00:00,81716.2890625,81785.984375,81716.2890625,81785.984375,349614080
2025-03-12 04:40:00+00:00,81717.046875,81726.96875,81677.875,81677.875,109457408
2025-03-12 04:45:00+00:00,81640.015625,81669.1015625,81618.6171875,81669.1015625,0
2025-03-12 04:50:00+00:00,81723.4921875,81723.4921875,81610.6953125,81610.6953125,408162304
2025-03-12 04:55:00+00:00,81761.1015625,81771.1796875,81740.6015625,81740.6015625,62484480
2025-03-12 05:00:00+00:00,81845.53125,81855.7734375,81779.453125,81779.453125,0
2025-03-12 05:05:00+00:00,81656.8515625,81847.640625,81656.8515625,81847.640625,654344192
2025-03-12 05:10:00+00:00,81660.5234375,81660.5234375,81619.625,81646.359375,48492544
2025-03-12 05:15:00+00:00,81748.578125,81748.578125,81650.71875,81710.609375,0
2025-03-12 05:20:00+00:00,81717.9140625,81790.1640625,81717.9140625,81787.6953125,0
2025-03-12 05:25:00+00:00,81767.859375,81785.1484375,81747.1640625,81747.1640625,0
2025-03-12 05:30:00+00:00,81883.2109375,81883.2109375,81778.2265625,81781.890625,0
2025-03-12 05:35:00+00:00,81886.5234375,81924.3203125,81811.0234375,81924.3203125,905814016
2025-03-12 05:40:00+00:00,81817.2265625,81867.171875,81797.5703125,81867.171875,0
2025-03-12 05:45:00+00:00,81937.6171875,81937.6171875,81807.71875,81844.578125,137261056
2025-03-12 05:50:00+00:00,81939.6796875,81956.875,81931.375,81956.875,0
2025-03-12 05:55:00+00:00,81972.265625,81972.265625,81907.1171875,81914.3046875,286826496
2025-03-12 06:00:00+00:00,81842.2109375,81945.71875,81842.2109375,81945.71875,518926336
2025-03-12 06:05:00+00:00,81655.71875,81754.2265625,81649.953125,81754.2265625,0
2025-03-12 06:10:00+00:00,81559.640625,81673.859375,81506.75,81673.859375,0
2025-03-12 06:15:00+00:00,81571.0390625,81576.9375,81517.8515625,81576.9375,0
2025-03-12 06:20:00+00:00,81617.3203125,81637.3984375,81548.328125,81548.328125,131469312
2025-03-12 06:25:00+00:00,81715.53125,81715.53125,81591.7265625,81591.7265625,0
2025-03-12 06:30:00+00:00,81643.5859375,81734.8046875,81643.5859375,81686.046875,729407488
2025-03-12 06:35:00+00:00,81668.71875,81683.7734375,81643.828125,81658.1015625,0
2025-03-12 06:40:00+00:00,81675.2578125,81721.7578125,81641.0703125,81641.0703125,0
2025-03-12 06:45:00+00:00,81417.9140625,81556.1796875,81417.9140625,81556.1796875,0
2025-03-12 06:50:00+00:00,81425.65625,81425.65625,81374.75,81413.046875,88727552
2025-03-12 06:55:00+00:00,81459.2421875,81459.2421875,81295.734375,81295.734375,0
2025-03-12 07:00:00+00:00,81442.078125,81442.078125,81344.078125,81390.6875,456278016
2025-03-12 07:05:00+00:00,81589.3125,81643.90625,81558.7109375,81558.7109375,0
2025-03-12 07:10:00+00:00,81459.515625,81567.3671875,81459.515625,81567.3671875,1044676608
2025-03-12 07:15:00+00:00,81352.953125,81482.6640625,81348.8828125,81466.3125,0
2025-03-12 07:20:00+00:00,81522.515625,81540.265625,81522.515625,81540.265625,0
2025-03-12 07:25:00+00:00,81768.3828125,81768.3828125,81495.2890625,81495.2890625,0
2025-03-12 07:30:00+00:00,81772.1796875,81772.1796875,81623.59375,81663.0703125,191524864
2025-03-12 07:35:00+00:00,81808.609375,81808.609375,81722.53125,81787.2578125,89243648
2025-03-12 07:40:00+00:00,81813.6171875,81813.6171875,81743.9296875,81804.6875,636882944
2025-03-12 07:45:00+00:00,82048.1328125,82048.1328125,81832.6171875,81866.2265625,0
2025-03-12 07:50:00+00:00,82317.1328125,82317.1328125,82140.0859375,82210.875,143577088
2025-03-12 07:55:00+00:00,82402.3671875,82463.9921875,82375.1875,82463.9921875,338907136
2025-03-12 08:00:00+00:00,82584.2265625,82584.2265625,82384.6484375,82384.6484375,0
2025-03-12 08:05:00+00:00,82444.7578125,82588.828125,82410.1171875,82588.828125,0
2025-03-12 08:10:00+00:00,82629.3984375,82629.3984375,82530.65625,82541.8203125,0
2025-03-12 08:15:00+00:00,82400.0546875,82718.8046875,82302.265625,82664.875,948838400
2025-03-12 08:20:00+00:00,82083.2421875,82483.8359375,82083.2421875,82483.8359375,0
2025-03-12 08:25:00+00:00,82434.2890625,82434.2890625,82344.4375,82344.4375,410001408
2025-03-12 08:30:00+00:00,82351.765625,82477.515625,82351.765625,82477.515625,632754176
2025-03-12 08:35:00+00:00,82631.21875,82631.21875,82430.7578125,82430.7578125,0
2025-03-12 08:40:00+00:00,82608.8046875,82612.96875,82588.6171875,82612.96875,551915520
